Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy
5623,AGED,Volunteer Management in Agricultural and Extension Education,"Concepts, theories and practices relevant to the management of volunteers with an emphasis on recruiting, managing, and training in formal or non-formal educational settings.

",Graduate,Lecture,False,2019-2020,,,
5703,AGED,Cultural Competency for Working in Agricultural and Extension Education,"Examination of strategies to increase intercultural intelligence, and cultural competence. Focus on concepts of cultural values and stereotypes, intercultural sensitivity, cultural differences, cultural transitions, and intercultural theories for agricultural and extension educators.

",Graduate,Lecture,False,2019-2020,,,
5813,AGED,College Teaching of Agriculture and Natural Resources,"Facets of the teaching-learning process used to teach agriculture and natural resources in higher education including teaching methods, instructional skills, application of instructional technology, student motivation, and evaluation of learning. Previously offered as AGED 6120.

",Graduate,Lecture,False,2019-2020,,,
5823,AGED,Advanced Methods of Teaching Agriculture,"Advanced concepts and methods relevant for both formal and informal presentations. Effects methods may have on individuals involved in the learning experience. Demonstrations of proficiency in use of various advanced methodologies, technologies and concepts.
",Graduate,Lecture,False,2019-2020,,,
5900,AGED,Graduate Internship in Agriculture,"Supervised internship in agricultural education, government agency, industry, Cooperative Extension, or not-for-profit organizations.

Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.

",Graduate,Independent Study,False,2019-2020,,,
5990,AGED,Problems in Agricultural and Extension Education,"Securing and analyzing data related to special problems or investigation in designated areas of agricultural education.



Offered for variable credit, 1-3 credit hours, maximum of 8 credit hours.

",Graduate,Independent Study,False,2019-2020,,,
6100,AGED,Graduate Seminar in Agricultural Education,"Discussion of issues, problems and trends in agricultural education.

Offered for variable credit, 1-3 credit hours, maximum of 6 credit hours.

",Graduate,Independent Study,False,2019-2020,,,
6103,AGED,History and Philosophical Foundations of Agricultural and Extension Education,"History and philosophical foundations of agricultural and extension education. Philosophy and its role in life, rise of education in America, philosophical foundations of education in America, legislation having an impact on agricultural and extension education, education in agriculture and current issues in agricultural extension education. Previously offered as AGED 5820.

",Graduate,Lecture,False,2019-2020,,,
6983,AGED,Qualitative Research Methods in Agricultural Education,"A comprehensive examination of qualitative research methods including identifying a problem, data collection, interpretative analysis, ensuring trustworthiness, theory construction and reporting.  Previously offered as AGED 5303.

",Graduate,Lecture,False,2019-2020,,,
4800,AECL,"International Study Tour in Agricultural Education, Communications and Leadership (I)","An experiential learning course featuring an international travel component. Provides an integrated approach to studying the agriculture, communication, education, natural resources, culture, history, government, economy, and religion of a particular region. Special emphasis placed up on formal and informal educational programs and/or communications focusing on agriculture and natural resources. Previously offered as AGED 4803.



",Undergraduate,Lecture,False,2019-2020,,,
5000,AECL,"Master's Thesis/Report in Agricultural Education, Communications and Leadership","Independent research planned, conducted and reported in consultation with and the direction of a major professor for students pursuing a master’s degree in agricultural education, communications and leadership. Previously offered as AGED 5000.



",Graduate,Independent Study,False,2019-2020,,,
5101,AECL,"Orientation to Graduate Programs in Agricultural Education, Communications and Leadership","Orientation to graduate programs in agricultural education and communications including degree expectation, understanding scholarship, orientation to the discipline, introduction to research agendas, and identification of support systems. Previously offered as AGED 5101.",Graduate,Lecture,False,2019-2020,,,
5800,AECL,"International Study Tour in Agricultural Education, Communications and Leadership","Experiential learning course for graduate students featuring an international travel component. Provides an integrated approach to studying the agriculture, communication, education, natural resources, culture, history, government, economy, and religion of a particular region. Special emphasis placed upon formal and informal educational programs and/or communications focusing on agriculture and natural resources. Previously offered as AGED 5803. Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.



",Graduate,Lecture,False,2019-2020,,,
5983,AECL,Social Sciences Research in Agricultural Sciences and Natural Resources,"Research methods presented in support of decision-making in a scientifically literate world. Literature, logic and research approaches in quantitative and qualitative paradigms. Context is the social sciences associated with agricultural sciences and natural resources. Addresses preparation of proposals for theses, dissertations, formal reports, and creative components. Previously offered as AGED 5983.",Graduate,Lecture,False,2019-2020,,,
5993,AECL,Social Sciences Data Analysis and Interpretation in Agricultural Sciences and Natural Resources,"Study and application of various approaches used to analyze data associated with social sciences research in the context of agricultural sciences and natural resources. Previously offered as AGED 5993.



",Graduate,Lecture,False,2019-2020,,,
6000,AECL,"Doctoral Dissertation in Agricultural Education, Communications and Leadership","Independent research planned, conducted and reported in consultation with and the direction of a major professor. Open only to students pursuing graduate study beyond the master’s degree level. Offered for variable credit, 1-16 credit hours, maximum of 16 credit hours. Previously offered as AGED 6000.



",Graduate,Independent Study,False,2019-2020,,,
6223,AECL,Program Evaluation in Agriculture and Extension,"Program evaluation theory and methodology applied to agricultural and extension contexts. Previously offered as AGED 6220 and AGED 6223.



",Graduate,Lecture,False,2019-2020,,,
